Sentence #,Word,Tag
Sentence: 4131,rapidly,O
Sentence: 4131,boiling,O
Sentence: 4131,salted,O
Sentence: 4131,water,O
Sentence: 4131,until,O
Sentence: 4131,tender,O
Sentence: 4131,;,O
Sentence: 4131,drain,O
Sentence: 4131,rinse,O
Sentence: 4131,in,O
Sentence: 4131,cold,O
Sentence: 4131,water,O
Sentence: 4131,and,O
Sentence: 4131,drain,O
Sentence: 4131,again,O
Sentence: 4131,.,O
Sentence: 4132,In,O
Sentence: 4132,another,O
Sentence: 4132,pan,O
Sentence: 4132,fry,O
Sentence: 4132,the,O
Sentence: 4132,finely,O
Sentence: 4132,cut,O
Sentence: 4132,bacon,O
Sentence: 4132,;,O
Sentence: 4132,add,O
Sentence: 4132,the,O
Sentence: 4132,onions,O
Sentence: 4132,and,O
Sentence: 4132,green,O
Sentence: 4132,pepper,O
Sentence: 4132,and,O
Sentence: 4132,fry,O
Sentence: 4132,again,O
Sentence: 4132,.,O
Sentence: 4133,Add,O
Sentence: 4133,the,O
Sentence: 4133,tomatoes,O
Sentence: 4133,salt,O
Sentence: 4133,and,O
Sentence: 4133,pepper,O
Sentence: 4133,to,O
Sentence: 4133,taste,O
Sentence: 4133,and,O
Sentence: 4133,sugar,O
Sentence: 4133,to,O
Sentence: 4133,this,O
Sentence: 4133,mixture,O
Sentence: 4133,and,O
Sentence: 4133,let,O
Sentence: 4133,come,O
Sentence: 4133,to,O
Sentence: 4133,a,O
Sentence: 4133,boil,O
Sentence: 4133,.,O
Sentence: 4134,When,O
Sentence: 4134,boiling,O
Sentence: 4134,add,O
Sentence: 4134,to,O
Sentence: 4134,it,O
Sentence: 4134,a,O
Sentence: 4134,gravy,O
Sentence: 4134,made,O
Sentence: 4134,of,O
Sentence: 4134,the,O
Sentence: 4134,flour,O
Sentence: 4134,butter,O
Sentence: 4134,and,O
Sentence: 4134,sufficient,O
Sentence: 4134,water,O
Sentence: 4134,to,O
Sentence: 4134,make,O
Sentence: 4134,it,O
Sentence: 4134,smooth,O
Sentence: 4134,.,O
Sentence: 4135,Pour,O
Sentence: 4135,this,O
Sentence: 4135,mixture,O
Sentence: 4135,made,O
Sentence: 4135,in,O
Sentence: 4135,the,O
Sentence: 4135,frying,O
Sentence: 4135,pan,O
Sentence: 4135,over,O
Sentence: 4135,the,O
Sentence: 4135,macaroni,O
Sentence: 4135,or,O
Sentence: 4135,spaghetti,O
Sentence: 4135,.,O
Sentence: 4136,(,O
Sentence: 4136,Serves,O
Sentence: 4136,eight,O
Sentence: 4136,.,O
Sentence: 4136,),O
Sentence: 4137,Myrtle,O
Sentence: 4137,Meyer,O
Sentence: 4137,Chicago,O
Sentence: 4137,III,O
Sentence: 4137,.,O
Sentence: 4138,Northwestern,O
Sentence: 4138,University,O
Sentence: 4138,.,O
Sentence: 4139,C,O
Sentence: 4139,o,O
Sentence: 4139,L,O
Sentence: 4139,L,O
Sentence: 4139,E,O
Sentence: 4139,G,O
Sentence: 4139,E,O
Sentence: 4139,W,O
Sentence: 4139,o,O
Sentence: 4139,M,O
Sentence: 4139,A,O
Sentence: 4139,N,O
Sentence: 4139,S,O
Sentence: 4139,C,O
Sentence: 4139,o,O
Sentence: 4139,o,O
Sentence: 4139,K,O
Sentence: 4139,B,O
Sentence: 4139,o,O
Sentence: 4139,o,O
Sentence: 4139,K,O
Sentence: 4139,31,O
Sentence: 4139,MACARONI,O
Sentence: 4139,LOAF,O
Sentence: 4139,1,B-qty
Sentence: 4139,cup,B-unit
Sentence: 4139,hot,O
Sentence: 4139,milk,B-ing
Sentence: 4139,over,O
Sentence: 4139,1,B-qty
Sentence: 4139,cup,B-unit
Sentence: 4139,bread,B-ing
Sentence: 4139,crumbs,I-ing
Sentence: 4139,1,B-qty
Sentence: 4139,cup,B-unit
Sentence: 4139,cooked,B-ing
Sentence: 4139,macaroni,I-ing
Sentence: 4139,1,B-qty
Sentence: 4139,cup,B-unit
Sentence: 4139,grated,B-ing
Sentence: 4139,cheese,I-ing
Sentence: 4139,fine,O
Sentence: 4139,(,O
Sentence: 4139,or,O
Sentence: 4139,Creamettes,O
Sentence: 4139,),O
Sentence: 4139,1,B-qty
Sentence: 4139,green,B-cont
Sentence: 4139,pepper,I-cont
Sentence: 4139,Little,O
Sentence: 4139,onion,B-nqt
Sentence: 4139,juice,I-nqt
Sentence: 4139,put,O
Sentence: 4139,through,O
Sentence: 4139,grinder,O
Sentence: 4139,Salt,B-nqt
Sentence: 4139,3,B-qty
Sentence: 4139,well,B-cont
Sentence: 4139,beaten,I-cont
Sentence: 4139,eggs,I-cont
Sentence: 4139,Bake,O
Sentence: 4139,in,O
Sentence: 4139,a,O
Sentence: 4139,pan,O
Sentence: 4139,set,O
Sentence: 4139,in,O
Sentence: 4139,another,O
Sentence: 4139,pan,O
Sentence: 4139,of,O
Sentence: 4139,hot,O
Sentence: 4139,water,O
Sentence: 4139,as,O
Sentence: 4139,for,O
Sentence: 4139,custards,O
Sentence: 4139,.,O
Sentence: 4140,Pimen-,O
Sentence: 4140,toes,O
Sentence: 4140,and,O
Sentence: 4140,parsley,O
Sentence: 4140,may,O
Sentence: 4140,be,O
Sentence: 4140,added,O
Sentence: 4140,if,O
Sentence: 4140,desired,O
Sentence: 4140,.,O
Sentence: 4141,Serve,O
Sentence: 4141,with,O
Sentence: 4141,tomato,O
Sentence: 4141,sauce,O
Sentence: 4141,or,O
Sentence: 4141,mushroom,O
Sentence: 4141,sauce,O
Sentence: 4141,.,O
Sentence: 4142,Eliza,O
Sentence: 4142,Dickey,O
Sentence: 4142,Manning,O
Sentence: 4142,Wayzata,O
Sentence: 4142,Minn.,O
Sentence: 4142,University,O
Sentence: 4142,of,O
Sentence: 4142,Minnesota,O
Sentence: 4142,STUFFED,O
Sentence: 4142,GREEN,O
Sentence: 4142,PEPPERS,O
Sentence: 4142,10,B-qty
Sentence: 4142,good,O
Sentence: 4142,sized,O
Sentence: 4142,peppers,B-cont
Sentence: 4142,2,B-qty
Sentence: 4142,large,B-unit
Sentence: 4142,ears,I-unit
Sentence: 4142,of,O
Sentence: 4142,corn,B-ing
Sentence: 4142,1,B-qty
Sentence: 4142,onion,B-cont
Sentence: 4142,4,B-qty
Sentence: 4142,medium-sized,B-unit
Sentence: 4142,tomatoes,B-ing
Sentence: 4142,Handful,O
Sentence: 4142,of,O
Sentence: 4142,bread,B-nqt
Sentence: 4142,crumbs,I-nqt
Sentence: 4142,1,B-qty
Sentence: 4142,tablespoon,B-unit
Sentence: 4142,butter,B-ing
Sentence: 4142,Season,O
Sentence: 4142,to,O
Sentence: 4142,suit,O
Sentence: 4142,taste,O
Sentence: 4142,with,O
Sentence: 4142,pepper,O
Sentence: 4142,and,O
Sentence: 4142,salt,O
Sentence: 4142,Chop,O
Sentence: 4142,the,O
Sentence: 4142,onions,O
Sentence: 4142,tomatoes,O
Sentence: 4142,and,O
Sentence: 4142,pepper,O
Sentence: 4142,fine,O
Sentence: 4142,.,O
Sentence: 4143,Add,O
Sentence: 4143,1/3,O
Sentence: 4143,pound,O
Sentence: 4143,of,O
Sentence: 4143,Hamburg,O
Sentence: 4143,steak,O
Sentence: 4143,(,O
Sentence: 4143,or,O
Sentence: 4143,leftover,O
Sentence: 4143,roast,O
Sentence: 4143,),O
Sentence: 4143,to,O
Sentence: 4143,the,O
Sentence: 4143,chopped,O
Sentence: 4143,ingredients,O
Sentence: 4143,and,O
Sentence: 4143,mix,O
Sentence: 4143,all,O
Sentence: 4143,together,O
Sentence: 4143,.,O
Sentence: 4144,Make,O
Sentence: 4144,about,O
Sentence: 4144,the,O
Sentence: 4144,consistency,O
Sentence: 4144,of,O
Sentence: 4144,turkey,O
Sentence: 4144,dressing,O
Sentence: 4144,.,O
Sentence: 4145,Serve,O
Sentence: 4145,with,O
Sentence: 4145,tomato,O
Sentence: 4145,sauce,O
Sentence: 4145,grated,O
Sentence: 4145,cheese,O
Sentence: 4145,and,O
Sentence: 4145,ripe,O
Sentence: 4145,olives,O
Sentence: 4145,.,O
Sentence: 4146,Alice,O
Sentence: 4146,M.,O
Sentence: 4146,Johns,O
Sentence: 4146,Berkeley,O
Sentence: 4146,Calif.,O
Sentence: 4146,University,O
Sentence: 4146,of,O
Sentence: 4146,California,O
Sentence: 4146,.,O
Sentence: 4147,VEGETABLE,O
Sentence: 4147,LOAF,O
Sentence: 4147,(,O
Sentence: 4147,LEFTOVERS,O
Sentence: 4147,),O
Sentence: 4147,Essentials,O
Sentence: 4147,1,B-qty
Sentence: 4147,cup,B-unit
Sentence: 4147,cooked,B-ing
Sentence: 4147,tomatoes,I-ing
Sentence: 4147,1,B-qty
Sentence: 4147,egg,B-cont
Sentence: 4147,1,B-qty
Sentence: 4147,teaspoon,B-unit
Sentence: 4147,each,O
Sentence: 4147,salt,B-ing
Sentence: 4147,and,B-func
Sentence: 4147,sage,B-ing
Sentence: 4147,1,B-qty
Sentence: 4147,cup,B-unit
Sentence: 4147,uncooked,B-ing
Sentence: 4147,sausage,I-ing
Sentence: 4147,(,O
Sentence: 4147,And,O
Sentence: 4147,onion,O
Sentence: 4147,if,O
Sentence: 4147,desired,O
Sentence: 4147,pound,O
Sentence: 4147,),O
Sentence: 4147,Add,O
Sentence: 4147,any,O
Sentence: 4147,other,O
Sentence: 4147,leftovers,O
Sentence: 4147,you,O
Sentence: 4147,happen,O
Sentence: 4147,to,O
Sentence: 4147,have,O
Sentence: 4147,such,O
Sentence: 4147,as,O
Sentence: 4147,cooked,O
Sentence: 4147,pota-,O
Sentence: 4147,toes,O
Sentence: 4147,carrots,O
Sentence: 4147,peas,O
Sentence: 4147,beans,O
Sentence: 4147,or,O
Sentence: 4147,moistened,O
Sentence: 4147,stale,O
Sentence: 4147,bread,O
Sentence: 4147,.,O
Sentence: 4148,Enough,O
Sentence: 4148,to,O
Sentence: 4148,fill,O
Sentence: 4148,a,O
Sentence: 4148,loaf,O
Sentence: 4148,tin,O
Sentence: 4148,.,O
Sentence: 4149,Bake,O
Sentence: 4149,about,O
Sentence: 4149,one,O
Sentence: 4149,hour,O
Sentence: 4149,.,O
Sentence: 4150,Vesta,O
Sentence: 4150,B.,O
Sentence: 4150,Simpson,O
Sentence: 4150,Winnetka,O
Sentence: 4150,III,O
Sentence: 4150,.,O
Sentence: 4151,Northwestern,O
Sentence: 4151,University,O
Sentence: 4151,.,O
Sentence: 4152,CREAMED,O
Sentence: 4152,CAULIFLOWER,O
Sentence: 4152,WITH,O
Sentence: 4152,HAM,O
Sentence: 4152,1,B-qty
Sentence: 4152,head,B-unit
Sentence: 4152,of,O
Sentence: 4152,cauliflower,B-ing
Sentence: 4152,3,B-qty
Sentence: 4152,well,O
Sentence: 4152,beaten,O
Sentence: 4152,eggs,B-cont
Sentence: 4152,2,B-qty
Sentence: 4152,cups,B-unit
Sentence: 4152,of,B-func
Sentence: 4152,white,B-ing
Sentence: 4152,sauce,I-ing
Sentence: 4152,3/4,B-qty
Sentence: 4152,cup,B-unit
Sentence: 4152,of,O
Sentence: 4152,finely,B-ing
Sentence: 4152,chopped,I-ing
Sentence: 4152,cooked,I-ing
Sentence: 4152,ham,I-ing
Sentence: 4152,Trim,O
Sentence: 4152,the,O
Sentence: 4152,cauliflower,O
Sentence: 4152,and,O
Sentence: 4152,boil,O
Sentence: 4152,it,O
Sentence: 4152,in,O
Sentence: 4152,boiling,O
Sentence: 4152,salted,O
Sentence: 4152,water,O
Sentence: 4152,until,O
Sentence: 4152,it,O
Sentence: 4152,is,O
Sentence: 4152,tender,O
Sentence: 4152,;,O
Sentence: 4152,drain,O
Sentence: 4152,and,O
Sentence: 4152,rub,O
Sentence: 4152,through,O
Sentence: 4152,a,O
Sentence: 4152,sieve,O
Sentence: 4152,.,O
Sentence: 4153,Add,O
Sentence: 4153,the,O
Sentence: 4153,eggs,O
Sentence: 4153,and,O
Sentence: 4153,one,O
Sentence: 4153,cup-,O
Sentence: 4153,ful,O
Sentence: 4153,of,O
Sentence: 4153,the,O
Sentence: 4153,white,O
Sentence: 4153,sauce,O
Sentence: 4153,to,O
Sentence: 4153,the,O
Sentence: 4153,cauliflower,O
Sentence: 4153,and,O
Sentence: 4153,pour,O
Sentence: 4153,the,O
Sentence: 4153,mixture,O
Sentence: 4153,into,O
Sentence: 4153,a,O
Sentence: 4153,buttered,O
Sentence: 4153,mold,O
Sentence: 4153,.,O
Sentence: 4154,Bake,O
Sentence: 4154,until,O
Sentence: 4154,firm,O
Sentence: 4154,.,O
Sentence: 4155,Turn,O
Sentence: 4155,out,O
Sentence: 4155,on,O
Sentence: 4155,a,O
Sentence: 4155,hot,O
Sentence: 4155,flat,O
Sentence: 4155,dish,O
Sentence: 4155,cover,O
Sentence: 4155,with,O
Sentence: 4155,remainder,O
Sentence: 4155,of,O
Sentence: 4155,the,O
Sentence: 4155,sauce,O
Sentence: 4155,and,O
Sentence: 4155,sprinkle,O
Sentence: 4155,over,O
Sentence: 4155,with,O
Sentence: 4155,the,O
Sentence: 4155,ham,O
Sentence: 4155,.,O
Sentence: 4156,Louise,O
Sentence: 4156,Brownell,O
Sentence: 4156,Cedar,O
Sentence: 4156,Rapids,O
Sentence: 4156,Ia,O
Sentence: 4156,.,O
Sentence: 4157,Coe,O
Sentence: 4157,College,O
Sentence: 4157,.,O
Sentence: 4158,C,O
Sentence: 4158,o,O
Sentence: 4158,L,O
Sentence: 4158,L,O
Sentence: 4158,E,O
Sentence: 4158,G,O
Sentence: 4158,E,O
Sentence: 4158,W,O
Sentence: 4158,o,O
Sentence: 4158,M,O
Sentence: 4158,A,O
Sentence: 4158,N,O
Sentence: 4158,S,O
Sentence: 4158,C,O
Sentence: 4158,o,O
Sentence: 4158,o,O
Sentence: 4158,K,O
Sentence: 4158,B,O
Sentence: 4158,o,O
Sentence: 4158,o,O
Sentence: 4158,K,O
Sentence: 4158,BEANS,O
Sentence: 4158,A,O
Sentence: 4158,LA,O
Sentence: 4158,TOMATO,O
Sentence: 4158,1,B-qty
Sentence: 4158,pint,B-unit
Sentence: 4158,navy,B-ing
Sentence: 4158,beans,I-ing
Sentence: 4158,1,B-qty
Sentence: 4158,tablespoon,B-unit
Sentence: 4158,',O
Sentence: 4158,sugar,B-ing
Sentence: 4158,1,B-qty
Sentence: 4158,pint,B-unit
Sentence: 4158,tomatoes,B-ing
Sentence: 4158,1,B-qty
Sentence: 4158,onion,B-cont
Sentence: 4158,1,B-qty
Sentence: 4158,cup,B-unit
Sentence: 4158,cream,B-ing
Sentence: 4158,Salt,B-nqt
Sentence: 4158,Pepper,B-nqt
Sentence: 4158,Pour,O
Sentence: 4158,off,O
Sentence: 4158,most,O
Sentence: 4158,of,O
Sentence: 4158,the,O
Sentence: 4158,water,O
Sentence: 4158,after,O
Sentence: 4158,cooking,O
Sentence: 4158,beans,O
Sentence: 4158,.,O
Sentence: 4159,Add,O
Sentence: 4159,other,O
Sentence: 4159,ingre-,O
Sentence: 4159,dients,O
Sentence: 4159,salt,O
Sentence: 4159,and,O
Sentence: 4159,pepper,O
Sentence: 4159,to,O
Sentence: 4159,taste,O
Sentence: 4159,.,O
Sentence: 4160,Cook,O
Sentence: 4160,all,O
Sentence: 4160,together,O
Sentence: 4160,till,O
Sentence: 4160,onion,O
Sentence: 4160,is,O
Sentence: 4160,tender,O
Sentence: 4160,.,O
Sentence: 4161,Brown,O
Sentence: 4161,in,O
Sentence: 4161,oven,O
Sentence: 4161,.,O
Sentence: 4162,(,O
Sentence: 4162,Serves,O
Sentence: 4162,six,O
Sentence: 4162,.,O
Sentence: 4162,),O
Sentence: 4163,Vesta,O
Sentence: 4163,Knott,O
Sentence: 4163,Larrimore,O
Sentence: 4163,Tipton,O
Sentence: 4163,Ind,O
Sentence: 4163,.,O
Sentence: 4164,De,O
Sentence: 4164,Pauw,O
Sentence: 4164,University,O
Sentence: 4164,.,O
Sentence: 4165,GREEN,O
Sentence: 4165,STRING,O
Sentence: 4165,BEANS,O
Sentence: 4165,(,O
Sentence: 4165,A,O
Sentence: 4165,LA,O
Sentence: 4165,SOUTHERN,O
Sentence: 4165,),O
Sentence: 4165,String,O
Sentence: 4165,snap,O
Sentence: 4165,and,O
Sentence: 4165,wash,O
Sentence: 4165,beans,O
Sentence: 4165,.,O
Sentence: 4166,Put,O
Sentence: 4166,beans,O
Sentence: 4166,in,O
Sentence: 4166,kettle,O
Sentence: 4166,salt,O
Sentence: 4166,cover,O
Sentence: 4166,with,O
Sentence: 4166,water,O
Sentence: 4166,and,O
Sentence: 4166,strips,O
Sentence: 4166,of,O
Sentence: 4166,bacon,O
Sentence: 4166,.,O
Sentence: 4167,Add,O
Sentence: 4167,three,O
Sentence: 4167,or,O
Sentence: 4167,four,O
Sentence: 4167,medium,O
Sentence: 4167,sized,O
Sentence: 4167,onions,O
Sentence: 4167,and,O
Sentence: 4167,boil,O
Sentence: 4167,for,O
Sentence: 4167,two,O
Sentence: 4167,hours,O
Sentence: 4167,or,O
Sentence: 4167,until,O
Sentence: 4167,beans,O
Sentence: 4167,are,O
Sentence: 4167,very,O
Sentence: 4167,tender,O
Sentence: 4167,.,O
Sentence: 4168,Beans,O
Sentence: 4168,are,O
Sentence: 4168,best,O
Sentence: 4168,when,O
Sentence: 4168,cooked,O
Sentence: 4168,very,O
Sentence: 4168,slow,O
Sentence: 4168,but,O
Sentence: 4168,need,O
Sentence: 4168,to,O
Sentence: 4168,be,O
Sentence: 4168,watched,O
Sentence: 4168,carefully,O
Sentence: 4168,.,O
Sentence: 4169,Marion,O
Sentence: 4169,Spangler,O
Sentence: 4169,Bradford,O
Sentence: 4169,Pa.,O
Sentence: 4169,Allegheny,O
Sentence: 4169,College,O
Sentence: 4169,.,O
Sentence: 4170,CORN,O
Sentence: 4170,TAMALE,O
Sentence: 4170,1,B-qty
Sentence: 4170,can,B-unit
Sentence: 4170,corn,B-ing
Sentence: 4170,1/2,B-qty
Sentence: 4170,can,B-unit
Sentence: 4170,tomatoes,B-ing
Sentence: 4170,1,B-qty
Sentence: 4170,cup,B-unit
Sentence: 4170,yellow,B-ing
Sentence: 4170,cornmeal,I-ing
Sentence: 4170,1,B-qty
Sentence: 4170,teaspoon,B-unit
Sentence: 4170,Grandma,B-ing
Sentence: 4170,'s,I-ing
Sentence: 4170,pep-,I-ing
Sentence: 4170,pers,I-ing
Sentence: 4170,1,B-qty
Sentence: 4170,bottle,B-unit
Sentence: 4170,stuffed,B-ing
Sentence: 4170,olives,I-ing
Sentence: 4170,(,O
Sentence: 4170,spice,O
Sentence: 4170,),O
Sentence: 4170,1,B-qty
Sentence: 4170,cup,B-unit
Sentence: 4170,milk,B-ing
Sentence: 4170,1,B-qty
Sentence: 4170,clove,B-unit
Sentence: 4170,garlic,B-ing
Sentence: 4170,Salt,B-nqt
Sentence: 4170,to,O
Sentence: 4170,taste,O
Sentence: 4170,Mix,O
Sentence: 4170,and,O
Sentence: 4170,bake,O
Sentence: 4170,one,O
Sentence: 4170,hour,O
Sentence: 4170,in,O
Sentence: 4170,moderate,O
Sentence: 4170,oven,O
Sentence: 4170,.,O
Sentence: 4171,Rita,O
Sentence: 4171,Benedict,O
Sentence: 4171,Lodi,O
Sentence: 4171,Calif.,O
Sentence: 4171,University,O
Sentence: 4171,of,O
Sentence: 4171,California,O
Sentence: 4171,.,O
Sentence: 4172,VEGETABLE,O
Sentence: 4172,CHOP,O
Sentence: 4172,SUEY,O
Sentence: 4172,1,B-qty
Sentence: 4172,cup,B-unit
Sentence: 4172,spaghetti,B-ing
Sentence: 4172,1,B-qty
Sentence: 4172,can,B-unit
Sentence: 4172,tomatoes,B-ing
Sentence: 4172,1,B-qty
Sentence: 4172,large,B-unit
Sentence: 4172,onion,B-ing
Sentence: 4172,1/2,B-qty
Sentence: 4172,cup,B-unit
Sentence: 4172,celery,B-ing
Sentence: 4172,1/2,B-qty
Sentence: 4172,cup,B-unit
Sentence: 4172,meat,B-ing
Sentence: 4172,Boil,O
Sentence: 4172,spaghetti,O
Sentence: 4172,in,O
Sentence: 4172,salted,O
Sentence: 4172,water,O
Sentence: 4172,until,O
Sentence: 4172,tender,O
Sentence: 4172,.,O
Sentence: 4173,Drain,O
Sentence: 4173,and,O
Sentence: 4173,rinse,O
Sentence: 4173,with,O
Sentence: 4173,cold,O
Sentence: 4173,water,O
Sentence: 4173,.,O
Sentence: 4174,Add,O
Sentence: 4174,to,O
Sentence: 4174,remainder,O
Sentence: 4174,of,O
Sentence: 4174,mixture,O
Sentence: 4174,which,O
Sentence: 4174,has,O
Sentence: 4174,been,O
Sentence: 4174,prepared,O
Sentence: 4174,in,O
Sentence: 4174,meantime,O
Sentence: 4174,.,O
Sentence: 4175,Put,O
Sentence: 4175,in,O
Sentence: 4175,buttered,O
Sentence: 4175,baking,O
Sentence: 4175,dish,O
Sentence: 4175,and,O
Sentence: 4175,bake,O
Sentence: 4175,one-half,O
Sentence: 4175,hour,O
Sentence: 4175,.,O
Sentence: 4176,Stuffed,O
Sentence: 4176,olives,O
Sentence: 4176,are,O
Sentence: 4176,a,O
Sentence: 4176,good,O
Sentence: 4176,addition,O
Sentence: 4176,.,O
Sentence: 4177,(,O
Sentence: 4177,Serves,O
Sentence: 4177,four,O
Sentence: 4177,.,O
Sentence: 4177,),O
Sentence: 4178,Winifred,O
Sentence: 4178,Montgomery,O
Sentence: 4178,Marseilles,O
Sentence: 4178,III,O
Sentence: 4178,.,O
Sentence: 4179,University,O
Sentence: 4179,of,O
Sentence: 4179,Illinois,O
Sentence: 4179,.,O
Sentence: 4180,W,O
Sentence: 4180,o,O
Sentence: 4180,M,O
Sentence: 4180,A,O
Sentence: 4180,N,O
Sentence: 4180,S,O
Sentence: 4180,C,O
Sentence: 4180,o,O
Sentence: 4180,O,O
Sentence: 4180,K,O
Sentence: 4180,B,O
Sentence: 4180,O,O
Sentence: 4180,o,O
Sentence: 4180,K,O
Sentence: 4180,33,O
Sentence: 4180,Salads,O
Sentence: 4180,E,O
Sentence: 4180,Dressings,O
Sentence: 4180,GOOD,O
Sentence: 4180,SALAD,O
Sentence: 4180,TO,O
Sentence: 4180,SERVE,O
Sentence: 4180,WITH,O
Sentence: 4180,BAKED,O
Sentence: 4180,FISH,O
Sentence: 4180,2,B-qty
Sentence: 4180,oranges,B-cont
Sentence: 4180,(,O
Sentence: 4180,cut,O
Sentence: 4180,into,O
Sentence: 4180,small,O
Sentence: 4180,sections,O
Sentence: 4180,),O
Sentence: 4180,1/2,B-qty
Sentence: 4180,cup,B-unit
Sentence: 4180,chopped,O
Sentence: 4180,celery,B-ing
Sentence: 4180,1/2,B-qty
Sentence: 4180,cup,B-unit
Sentence: 4180,boiled,B-ing
Sentence: 4180,salad,I-ing
Sentence: 4180,dressing,I-ing
Sentence: 4180,Josephine,O
Sentence: 4180,Eddy,O
Sentence: 4180,Evanston,O
Sentence: 4180,III,O
Sentence: 4180,.,O
Sentence: 4181,Michigan,O
Sentence: 4181,Agriculture,O
Sentence: 4181,College,O
Sentence: 4181,.,O
Sentence: 4182,TOMATO,O
Sentence: 4182,TUNA,O
Sentence: 4182,FISH,O
Sentence: 4182,SALAD,O
Sentence: 4182,1,B-qty
Sentence: 4182,envelope,B-unit
Sentence: 4182,gelatine,B-ing
Sentence: 4182,soaked,O
Sentence: 4182,in,O
Sentence: 4182,1/2,B-qty
Sentence: 4182,cup,B-unit
Sentence: 4182,cold,O
Sentence: 4182,water,B-ing
Sentence: 4182,2,B-qty
Sentence: 4182,tablespoons,B-unit
Sentence: 4182,vinegar,B-ing
Sentence: 4182,1,B-qty
Sentence: 4182,can,B-unit
Sentence: 4182,tomatoes,B-ing
Sentence: 4182,Salt,O
Sentence: 4182,tomatoes,O
Sentence: 4182,and,O
Sentence: 4182,boil,O
Sentence: 4182,for,O
Sentence: 4182,ten,O
Sentence: 4182,minutes,O
Sentence: 4182,.,O
Sentence: 4183,Add,O
Sentence: 4183,gelatine,O
Sentence: 4183,and,O
Sentence: 4183,vinegar,O
Sentence: 4183,.,O
Sentence: 4184,When,O
Sentence: 4184,dissolved,O
Sentence: 4184,strain,O
Sentence: 4184,.,O
Sentence: 4185,When,O
Sentence: 4185,chilled,O
Sentence: 4185,enough,O
Sentence: 4185,that,O
Sentence: 4185,it,O
Sentence: 4185,begins,O
Sentence: 4185,to,O
Sentence: 4185,set,O
Sentence: 4185,add,O
Sentence: 4185,small,O
Sentence: 4185,can,O
Sentence: 4185,of,O
Sentence: 4185,Tuna,O
Sentence: 4185,fish,O
Sentence: 4185,flaked,O
Sentence: 4185,.,O
Sentence: 4186,Mix,O
Sentence: 4186,thoroughly,O
Sentence: 4186,and,O
Sentence: 4186,pour,O
Sentence: 4186,into,O
Sentence: 4186,mold,O
Sentence: 4186,dipped,O
Sentence: 4186,in,O
Sentence: 4186,cold,O
Sentence: 4186,water,O
Sentence: 4186,.,O
Sentence: 4187,Serve,O
Sentence: 4187,on,O
Sentence: 4187,lettuce,O
Sentence: 4187,with,O
Sentence: 4187,salad,O
Sentence: 4187,dressing,O
Sentence: 4187,.,O
Sentence: 4188,Ruth,O
Sentence: 4188,M.,O
Sentence: 4188,Bielby,O
Sentence: 4188,Syracuse,O
Sentence: 4188,N.,O
Sentence: 4188,Y.,O
Sentence: 4188,Syracuse,O
Sentence: 4188,University,O
Sentence: 4188,.,O
Sentence: 4189,SALMON,O
Sentence: 4189,SALAD,O
Sentence: 4189,1,B-qty
Sentence: 4189,can,B-unit
Sentence: 4189,salmon,B-ing
Sentence: 4189,1/2,B-qty
Sentence: 4189,cup,B-unit
Sentence: 4189,celery,B-ing
Sentence: 4189,1/2,B-qty
Sentence: 4189,cup,B-unit
Sentence: 4189,olives,B-ing
Sentence: 4189,1/2,B-qty
Sentence: 4189,tablespoons,B-unit
Sentence: 4189,onion,B-ing
Sentence: 4189,juice,I-ing
Sentence: 4189,3,B-qty
Sentence: 4189,hard,B-cont
Sentence: 4189,cooked,I-cont
Sentence: 4189,eggs,I-cont
Sentence: 4189,1/2,B-qty
Sentence: 4189,cup,B-unit
Sentence: 4189,English,B-ing
Sentence: 4189,walnuts,I-ing
Sentence: 4189,Use,O
Sentence: 4189,a,O
Sentence: 4189,cooked,O
Sentence: 4189,dressing,O
Sentence: 4189,.,O
Sentence: 4190,Mix,O
Sentence: 4190,everything,O
Sentence: 4190,just,O
Sentence: 4190,before,O
Sentence: 4190,adding,O
Sentence: 4190,salmon,O
Sentence: 4190,.,O
Sentence: 4191,Do,O
Sentence: 4191,this,O
Sentence: 4191,by,O
Sentence: 4191,tossing,O
Sentence: 4191,the,O
Sentence: 4191,materials,O
Sentence: 4191,with,O
Sentence: 4191,a,O
Sentence: 4191,fork,O
Sentence: 4191,.,O
Sentence: 4192,Be,O
Sentence: 4192,careful,O
Sentence: 4192,that,O
Sentence: 4192,pieces,O
Sentence: 4192,of,O
Sentence: 4192,salmon,O
Sentence: 4192,are,O
Sentence: 4192,not,O
Sentence: 4192,too,O
Sentence: 4192,fine,O
Sentence: 4192,or,O
Sentence: 4192,mushy,O
Sentence: 4192,.,O
Sentence: 4193,Serve,O
Sentence: 4193,on,O
Sentence: 4193,lettuce,O
Sentence: 4193,leaves,O
Sentence: 4193,.,O
Sentence: 4194,Jessie,O
Sentence: 4194,Richman,O
Sentence: 4194,Villa,O
Sentence: 4194,Grove,O
Sentence: 4194,III,O
Sentence: 4194,.,O
Sentence: 4195,Illinois,O
Sentence: 4195,Wesleyan,O
Sentence: 4195,University,O
Sentence: 4195,.,O
Sentence: 4196,MOULDED,O
Sentence: 4196,SALMON,O
Sentence: 4196,SALAD,O
Sentence: 4196,1,B-qty
Sentence: 4196,cup,B-unit
Sentence: 4196,salmon,B-cont
Sentence: 4196,2,B-qty
Sentence: 4196,eggs,B-cont
