,ingredient,count,logscore,softmax,
1241,meat extract,2,0.301029996,0.000421642,
1242,dash,2,0.301029996,0.000421642,
1243,pickles,2,0.301029996,0.000421642,
1244,veloute,2,0.301029996,0.000421642,
1245,turkey,2,0.301029996,0.000421642,
1246,turkey stock,2,0.301029996,0.000421642,
1247,breast fillets,2,0.301029996,0.000421642,
1248,braised,2,0.301029996,0.000421642,
1249,cooked chicken meat,2,0.301029996,0.000421642,
1250,raw fish,2,0.301029996,0.000421642,
1251,cooked corn,2,0.301029996,0.000421642,
1252,corn chowder,2,0.301029996,0.000421642,
1253,rich milk,2,0.301029996,0.000421642,
1254,arrowroot,2,0.301029996,0.000421642,
1255,cherry puree,2,0.301029996,0.000421642,
1256,dried yellow split,2,0.301029996,0.000421642,
1257,cress,2,0.301029996,0.000421642,
1258,radishes,2,0.301029996,0.000421642,
1259,potted ham,2,0.301029996,0.000421642,
1260,white corn - meal,2,0.301029996,0.000421642,
1261,crisco fruit fudge,1,0,0.000312039,
1262,glucose,1,0,0.000312039,
1263,desiccated,1,0,0.000312039,
1264,buttered toast,1,0,0.000312039,
1265,butternuts,1,0,0.000312039,
1266,sliced beans,1,0,0.000312039,
1267,cold boiled mashed potatoes,1,0,0.000312039,
1268,riced potatoes,1,0,0.000312039,
1269,cooked carrots,1,0,0.000312039,
1270,stewed onions,1,0,0.000312039,
1271,cakecrumbs,1,0,0.000312039,
1272,potato flour,1,0,0.000312039,
1273,mixed,1,0,0.000312039,
1274,apple tart,1,0,0.000312039,
1275,lemon meats,1,0,0.000312039,
1276,gherkin,1,0,0.000312039,
1277,cauliflowers,1,0,0.000312039,
1278,cauliflower snow,1,0,0.000312039,
1279,chillies,1,0,0.000312039,
1280,candied lemon peel,1,0,0.000312039,
1281,whole wheat gingerbread,1,0,0.000312039,
1282,peel,1,0,0.000312039,
1283,ground almonds,1,0,0.000312039,
1284,rose leaves,1,0,0.000312039,
1285,carraway seeds,1,0,0.000312039,
1286,salt powder whites,1,0,0.000312039,
1287,orange icing,1,0,0.000312039,
1288,glace cherries,1,0,0.000312039,
1289,dark sugar,1,0,0.000312039,
1290,stoned stewed prunes,1,0,0.000312039,
1291,cardamom,1,0,0.000312039,
1292,salt powder,1,0,0.000312039,
1293,sal,1,0,0.000312039,
1294,lemor extract,1,0,0.000312039,
1295,baker ' s,1,0,0.000312039,
1296,cooked hominy,1,0,0.000312039,
1297,entire,1,0,0.000312039,
1298,confectioners,1,0,0.000312039,
1299,citron peel,1,0,0.000312039,
1300,new orleans molasses,1,0,0.000312039,
1301,angelica,1,0,0.000312039,
1302,apricot tarts,1,0,0.000312039,
1303,ground rice,1,0,0.000312039,
1304,ginger extract,1,0,0.000312039,
1305,cut rhubarb,1,0,0.000312039,
1306,crust,1,0,0.000312039,
1307,lemon peel,1,0,0.000312039,
1308,pimientoes,1,0,0.000312039,
1309,stoned,1,0,0.000312039,
1310,cooked meat,1,0,0.000312039,
1311,figs peel,1,0,0.000312039,
1312,mixed spices,1,0,0.000312039,
1313,raw potatoes,1,0,0.000312039,
1314,brazil nut,1,0,0.000312039,
1315,broken hickory nut,1,0,0.000312039,
1316,juicy,1,0,0.000312039,
1317,crisp,1,0,0.000312039,
1318,rolled pecan nut meats,1,0,0.000312039,
1319,criscoed crumbs,1,0,0.000312039,
1320,salt peel,1,0,0.000312039,
1321,creamed potatoes,1,0,0.000312039,
1322,salsify,1,0,0.000312039,
1323,cooked mushrooms,1,0,0.000312039,
1324,cooked spaghetti,1,0,0.000312039,
1325,sirloin steak,1,0,0.000312039,
1326,powdered thyme,1,0,0.000312039,
1327,whole white peppers,1,0,0.000312039,
1328,loin mutton,1,0,0.000312039,
1329,rolled crackers,1,0,0.000312039,
1330,oyster liquor,1,0,0.000312039,
1331,anchovy paste,1,0,0.000312039,
1332,cooked white fish,1,0,0.000312039,
1333,picked,1,0,0.000312039,
1334,white peppers,1,0,0.000312039,
1335,plain boiled rice,1,0,0.000312039,
1336,fish stock,1,0,0.000312039,
1337,white fish,1,0,0.000312039,
1338,clear soup stock,1,0,0.000312039,
1339,cream tar,1,0,0.000312039,
1340,egggs,1,0,0.000312039,
